Data,Turma,Motivo
2/10/2006,Designer 4,motivo de estudo
2/10/2006,Gestão da Tecnologia da informação 1,distância/meio de transporte
2/10/2006,Designer 3,outros motivos
2/10/2006,Jogos digitais 5,incompatibilidade de horário
2/10/2006,Gestão da Tecnologia da informação 2,não se adaptou a metodologia
2/10/2006,Gestão da Tecnologia da informação 4,falta de vale transporte
3/10/2006,Gestão da Tecnologia da informação 2,dificuldades financeiras
3/10/2006,Segurança da informação 3,dificuldades financeiras
3/10/2006,Logistica 3,motivo de estudo
3/10/2006,Análise e desenvolvimento de sistemas 3,distância/meio de transporte
3/10/2006,Gestão da Tecnologia da informação 2,outros motivos
3/10/2006,Segurança da informação 2,incompatibilidade de horário
3/10/2006,Gestão comercial 4,não se adaptou a metodologia
3/10/2006,Análise e desenvolvimento de sistemas 2,falta de vale transporte
4/10/2006,Designer 1,dificuldades financeiras
4/10/2006,Segurança da informação 1,dificuldades financeiras
4/10/2006,Segurança da informação 2,motivo de estudo
4/10/2006,Jogos digitais 4,distância/meio de transporte
4/10/2006,Gestão comercial 4,outros motivos
4/10/2006,Segurança da informação 1,incompatibilidade de horário
4/10/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
4/10/2006,Designer 3,falta de vale transporte
5/10/2006,Designer 1,dificuldades financeiras
5/10/2006,Designer 2,dificuldades financeiras
5/10/2006,Designer 4,motivo de estudo
5/10/2006,Jogos digitais 1,distância/meio de transporte
5/10/2006,Gestão comercial 4,outros motivos
5/10/2006,Gestão comercial 3,incompatibilidade de horário
5/10/2006,Logistica 4,não se adaptou a metodologia
5/10/2006,Segurança da informação 1,falta de vale transporte
6/10/2006,Gestão comercial 2,dificuldades financeiras
6/10/2006,Jogos digitais 3,dificuldades financeiras
6/10/2006,Segurança da informação 3,motivo de estudo
6/10/2006,Segurança da informação 1,distância/meio de transporte
6/10/2006,Jogos digitais 4,outros motivos
6/10/2006,Gestão comercial 1,incompatibilidade de horário
6/10/2006,Jogos digitais 2,não se adaptou a metodologia
6/10/2006,Designer 1,falta de vale transporte
7/10/2006,Jogos digitais 2,dificuldades financeiras
7/10/2006,Jogos digitais 4,dificuldades financeiras
7/10/2006,Logistica 3,motivo de estudo
7/10/2006,Gestão comercial 1,distância/meio de transporte
7/10/2006,Gestão da Tecnologia da informação 4,outros motivos
7/10/2006,Segurança da informação 4,incompatibilidade de horário
7/10/2006,Designer 1,não se adaptou a metodologia
7/10/2006,Logistica 3,falta de vale transporte
8/10/2006,Gestão da Tecnologia da informação 4,dificuldades financeiras
8/10/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
8/10/2006,Segurança da informação 1,motivo de estudo
8/10/2006,Jogos digitais 1,distância/meio de transporte
8/10/2006,Gestão da Tecnologia da informação 1,outros motivos
8/10/2006,Logistica 4,incompatibilidade de horário
8/10/2006,Logistica 3,não se adaptou a metodologia
8/10/2006,Segurança da informação 3,falta de vale transporte
9/10/2006,Gestão comercial 2,mudança de município
9/10/2006,Designer 2,dificuldades financeiras
9/10/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
9/10/2006,Gestão comercial 3,motivo de estudo
9/10/2006,Análise e desenvolvimento de sistemas 3,distância/meio de transporte
9/10/2006,Gestão da Tecnologia da informação 4,outros motivos
9/10/2006,Análise e desenvolvimento de sistemas 1,incompatibilidade de horário
9/10/2006,Análise e desenvolvimento de sistemas 4,não se adaptou a metodologia
9/10/2006,Jogos digitais 4,falta de vale transporte
10/10/2006,Designer 4,mudança de município
10/10/2006,Designer 1,dificuldades financeiras
10/10/2006,Designer 4,dificuldades financeiras
10/10/2006,Jogos digitais 1,motivo de estudo
10/10/2006,Jogos digitais 2,distância/meio de transporte
10/10/2006,Designer 3,outros motivos
10/10/2006,Jogos digitais 4,incompatibilidade de horário
10/10/2006,Designer 3,não se adaptou a metodologia
10/10/2006,Segurança da informação 3,falta de vale transporte
11/10/2006,Gestão da Tecnologia da informação 3,mudança de município
11/10/2006,Logistica 4,dificuldades financeiras
11/10/2006,Gestão comercial 3,dificuldades financeiras
11/10/2006,Jogos digitais 2,motivo de estudo
11/10/2006,Logistica 2,distância/meio de transporte
11/10/2006,Análise e desenvolvimento de sistemas 2,outros motivos
11/10/2006,Designer 4,incompatibilidade de horário
11/10/2006,Designer 1,não se adaptou a metodologia
11/10/2006,Designer 2,falta de vale transporte
12/10/2006,Jogos digitais 1,mudança de município
12/10/2006,Segurança da informação 1,dificuldades financeiras
12/10/2006,Gestão da Tecnologia da informação 4,dificuldades financeiras
12/10/2006,Jogos digitais 1,motivo de estudo
12/10/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
12/10/2006,Análise e desenvolvimento de sistemas 1,outros motivos
12/10/2006,Segurança da informação 3,incompatibilidade de horário
12/10/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
12/10/2006,Análise e desenvolvimento de sistemas 3,falta de vale transporte
13/10/2006,Designer 2,outros motivos
13/10/2006,Logistica 1,mudança de município
13/10/2006,Gestão comercial 2,dificuldades financeiras
13/10/2006,Gestão comercial 3,dificuldades financeiras
13/10/2006,Segurança da informação 4,motivo de estudo
13/10/2006,Jogos digitais 2,distância/meio de transporte
13/10/2006,Designer 4,outros motivos
13/10/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
13/10/2006,Gestão da Tecnologia da informação 3,não se adaptou a metodologia
13/10/2006,Segurança da informação 1,falta de vale transporte
14/10/2006,Jogos digitais 1,outros motivos
14/10/2006,Jogos digitais 5,mudança de município
14/10/2006,Jogos digitais 5,dificuldades financeiras
14/10/2006,Segurança da informação 1,dificuldades financeiras
14/10/2006,Jogos digitais 2,motivo de estudo
14/10/2006,Segurança da informação 2,distância/meio de transporte
14/10/2006,Segurança da informação 2,outros motivos
14/10/2006,Logistica 4,incompatibilidade de horário
14/10/2006,Jogos digitais 4,não se adaptou a metodologia
14/10/2006,Jogos digitais 2,falta de vale transporte
15/10/2006,Jogos digitais 3,outros motivos
15/10/2006,Logistica 1,mudança de município
15/10/2006,Designer 2,dificuldades financeiras
15/10/2006,Logistica 3,dificuldades financeiras
15/10/2006,Jogos digitais 4,motivo de estudo
15/10/2006,Gestão da Tecnologia da informação 4,distância/meio de transporte
15/10/2006,Logistica 1,outros motivos
15/10/2006,Logistica 3,incompatibilidade de horário
15/10/2006,Jogos digitais 1,não se adaptou a metodologia
15/10/2006,Jogos digitais 1,falta de vale transporte
16/10/2006,Gestão comercial 4,outros motivos
16/10/2006,Gestão comercial 3,mudança de município
16/10/2006,Gestão comercial 1,dificuldades financeiras
16/10/2006,Segurança da informação 4,dificuldades financeiras
16/10/2006,Segurança da informação 1,motivo de estudo
16/10/2006,Jogos digitais 2,distância/meio de transporte
16/10/2006,Designer 4,outros motivos
16/10/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
16/10/2006,Análise e desenvolvimento de sistemas 1,não se adaptou a metodologia
16/10/2006,Segurança da informação 3,falta de vale transporte
17/10/2006,Jogos digitais 4,outros motivos
17/10/2006,Segurança da informação 4,mudança de município
17/10/2006,Gestão comercial 3,dificuldades financeiras
17/10/2006,Designer 4,dificuldades financeiras
17/10/2006,Logistica 3,motivo de estudo
17/10/2006,Gestão da Tecnologia da informação 1,distância/meio de transporte
17/10/2006,Jogos digitais 4,outros motivos
17/10/2006,Logistica 2,incompatibilidade de horário
17/10/2006,Gestão comercial 1,não se adaptou a metodologia
17/10/2006,Gestão comercial 3,falta de vale transporte
18/10/2006,Logistica 2,motivo de estudo
18/10/2006,Gestão comercial 2,outros motivos
18/10/2006,Gestão da Tecnologia da informação 2,mudança de município
18/10/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
18/10/2006,Logistica 3,dificuldades financeiras
18/10/2006,Designer 2,motivo de estudo
18/10/2006,Gestão comercial 2,distância/meio de transporte
18/10/2006,Jogos digitais 1,outros motivos
18/10/2006,Designer 2,incompatibilidade de horário
18/10/2006,Jogos digitais 4,não se adaptou a metodologia
18/10/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
19/10/2006,Designer 2,motivo de estudo
19/10/2006,Jogos digitais 1,outros motivos
19/10/2006,Logistica 3,mudança de município
19/10/2006,Designer 3,dificuldades financeiras
19/10/2006,Segurança da informação 2,dificuldades financeiras
19/10/2006,Jogos digitais 3,motivo de estudo
19/10/2006,Gestão da Tecnologia da informação 3,distância/meio de transporte
19/10/2006,Designer 1,outros motivos
19/10/2006,Gestão comercial 2,incompatibilidade de horário
19/10/2006,Gestão da Tecnologia da informação 2,não se adaptou a metodologia
19/10/2006,Gestão da Tecnologia da informação 1,falta de vale transporte
20/10/2006,Logistica 2,motivo de estudo
20/10/2006,Jogos digitais 5,outros motivos
20/10/2006,Jogos digitais 3,mudança de município
20/10/2006,Designer 4,dificuldades financeiras
20/10/2006,Gestão comercial 1,dificuldades financeiras
20/10/2006,Segurança da informação 4,motivo de estudo
20/10/2006,Gestão da Tecnologia da informação 4,distância/meio de transporte
20/10/2006,Gestão da Tecnologia da informação 3,outros motivos
20/10/2006,Segurança da informação 4,incompatibilidade de horário
20/10/2006,Designer 1,não se adaptou a metodologia
20/10/2006,Análise e desenvolvimento de sistemas 4,falta de vale transporte
21/10/2006,Jogos digitais 4,motivo de estudo
21/10/2006,Análise e desenvolvimento de sistemas 3,outros motivos
21/10/2006,Jogos digitais 3,mudança de município
21/10/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
21/10/2006,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
21/10/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
21/10/2006,Jogos digitais 1,distância/meio de transporte
21/10/2006,Gestão da Tecnologia da informação 3,outros motivos
21/10/2006,Gestão comercial 3,incompatibilidade de horário
21/10/2006,Designer 2,não se adaptou a metodologia
21/10/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
22/10/2006,Designer 1,motivo de estudo
22/10/2006,Gestão comercial 4,outros motivos
22/10/2006,Logistica 2,mudança de município
22/10/2006,Segurança da informação 4,dificuldades financeiras
22/10/2006,Logistica 2,dificuldades financeiras
22/10/2006,Gestão comercial 3,motivo de estudo
22/10/2006,Designer 3,distância/meio de transporte
22/10/2006,Gestão comercial 2,outros motivos
22/10/2006,Jogos digitais 5,incompatibilidade de horário
22/10/2006,Designer 4,não se adaptou a metodologia
22/10/2006,Gestão comercial 1,falta de vale transporte
23/10/2006,Logistica 1,motivo de estudo
23/10/2006,Gestão da Tecnologia da informação 4,outros motivos
23/10/2006,Designer 1,mudança de município
23/10/2006,Gestão comercial 1,dificuldades financeiras
23/10/2006,Gestão da Tecnologia da informação 2,dificuldades financeiras
23/10/2006,Gestão comercial 2,motivo de estudo
23/10/2006,Designer 2,distância/meio de transporte
23/10/2006,Segurança da informação 1,outros motivos
23/10/2006,Segurança da informação 3,incompatibilidade de horário
23/10/2006,Logistica 3,não se adaptou a metodologia
23/10/2006,Designer 1,falta de vale transporte
24/10/2006,Gestão comercial 4,motivo de estudo
24/10/2006,Gestão comercial 2,outros motivos
24/10/2006,Gestão comercial 2,mudança de município
24/10/2006,Designer 3,dificuldades financeiras
24/10/2006,Jogos digitais 4,dificuldades financeiras
24/10/2006,Gestão comercial 3,motivo de estudo
24/10/2006,Jogos digitais 4,distância/meio de transporte
24/10/2006,Análise e desenvolvimento de sistemas 1,outros motivos
24/10/2006,Análise e desenvolvimento de sistemas 3,incompatibilidade de horário
24/10/2006,Segurança da informação 2,não se adaptou a metodologia
24/10/2006,Jogos digitais 4,falta de vale transporte
25/10/2006,Jogos digitais 4,motivo de estudo
25/10/2006,Gestão comercial 2,outros motivos
25/10/2006,Segurança da informação 3,mudança de município
25/10/2006,Gestão comercial 2,dificuldades financeiras
25/10/2006,Designer 3,dificuldades financeiras
25/10/2006,Logistica 3,motivo de estudo
25/10/2006,Segurança da informação 4,distância/meio de transporte
25/10/2006,Segurança da informação 4,outros motivos
25/10/2006,Gestão da Tecnologia da informação 4,incompatibilidade de horário
25/10/2006,Gestão comercial 2,não se adaptou a metodologia
25/10/2006,Gestão da Tecnologia da informação 2,falta de vale transporte
26/10/2006,Jogos digitais 5,motivo de estudo
26/10/2006,Análise e desenvolvimento de sistemas 4,outros motivos
26/10/2006,Jogos digitais 5,mudança de município
26/10/2006,Segurança da informação 2,dificuldades financeiras
26/10/2006,Gestão comercial 1,dificuldades financeiras
26/10/2006,Gestão da Tecnologia da informação 2,motivo de estudo
26/10/2006,Análise e desenvolvimento de sistemas 4,distância/meio de transporte
26/10/2006,Gestão da Tecnologia da informação 4,outros motivos
26/10/2006,Jogos digitais 3,incompatibilidade de horário
26/10/2006,Análise e desenvolvimento de sistemas 4,não se adaptou a metodologia
26/10/2006,Segurança da informação 1,falta de vale transporte
27/10/2006,Gestão comercial 4,motivo de estudo
27/10/2006,Designer 1,outros motivos
27/10/2006,Gestão comercial 3,mudança de município
27/10/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
27/10/2006,Jogos digitais 5,dificuldades financeiras
27/10/2006,Designer 1,motivo de estudo
27/10/2006,Logistica 3,distância/meio de transporte
27/10/2006,Gestão comercial 4,outros motivos
27/10/2006,Designer 1,incompatibilidade de horário
27/10/2006,Designer 3,não se adaptou a metodologia
27/10/2006,Gestão da Tecnologia da informação 1,falta de vale transporte
28/10/2006,Jogos digitais 2,motivo de estudo
28/10/2006,Segurança da informação 3,outros motivos
28/10/2006,Jogos digitais 4,mudança de município
28/10/2006,Designer 4,dificuldades financeiras
28/10/2006,Segurança da informação 2,dificuldades financeiras
28/10/2006,Gestão comercial 4,motivo de estudo
28/10/2006,Gestão comercial 4,distância/meio de transporte
28/10/2006,Segurança da informação 4,outros motivos
28/10/2006,Designer 4,incompatibilidade de horário
28/10/2006,Análise e desenvolvimento de sistemas 3,não se adaptou a metodologia
28/10/2006,Designer 3,falta de vale transporte
29/10/2006,Gestão comercial 3,motivo de estudo
29/10/2006,Logistica 3,outros motivos
29/10/2006,Análise e desenvolvimento de sistemas 1,mudança de município
29/10/2006,Jogos digitais 5,dificuldades financeiras
29/10/2006,Segurança da informação 4,dificuldades financeiras
29/10/2006,Designer 1,motivo de estudo
29/10/2006,Gestão comercial 1,distância/meio de transporte
29/10/2006,Logistica 4,outros motivos
29/10/2006,Designer 3,incompatibilidade de horário
29/10/2006,Análise e desenvolvimento de sistemas 1,não se adaptou a metodologia
29/10/2006,Designer 4,falta de vale transporte
30/10/2006,Gestão da Tecnologia da informação 3,motivo de estudo
30/10/2006,Designer 4,outros motivos
30/10/2006,Logistica 1,mudança de município
30/10/2006,Logistica 4,dificuldades financeiras
30/10/2006,Logistica 2,dificuldades financeiras
30/10/2006,Gestão comercial 3,motivo de estudo
30/10/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
30/10/2006,Designer 3,outros motivos
30/10/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
30/10/2006,Jogos digitais 4,não se adaptou a metodologia
30/10/2006,Gestão comercial 1,falta de vale transporte
31/10/2006,Segurança da informação 3,motivo de estudo
31/10/2006,Logistica 1,outros motivos
31/10/2006,Análise e desenvolvimento de sistemas 3,mudança de município
31/10/2006,Designer 4,dificuldades financeiras
31/10/2006,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
31/10/2006,Segurança da informação 2,motivo de estudo
31/10/2006,Segurança da informação 4,distância/meio de transporte
31/10/2006,Jogos digitais 4,outros motivos
31/10/2006,Segurança da informação 2,incompatibilidade de horário
31/10/2006,Logistica 1,não se adaptou a metodologia
31/10/2006,Logistica 2,falta de vale transporte
1/11/2006,Gestão comercial 3,motivo de estudo
1/11/2006,Designer 4,outros motivos
1/11/2006,Análise e desenvolvimento de sistemas 3,mudança de município
1/11/2006,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
1/11/2006,Gestão comercial 1,dificuldades financeiras
1/11/2006,Segurança da informação 4,motivo de estudo
1/11/2006,Gestão comercial 3,distância/meio de transporte
1/11/2006,Logistica 3,outros motivos
1/11/2006,Gestão comercial 2,incompatibilidade de horário
1/11/2006,Gestão comercial 1,não se adaptou a metodologia
1/11/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
2/11/2006,Gestão comercial 1,motivo de estudo
2/11/2006,Jogos digitais 2,outros motivos
2/11/2006,Jogos digitais 5,mudança de município
2/11/2006,Designer 4,dificuldades financeiras
2/11/2006,Segurança da informação 1,dificuldades financeiras
2/11/2006,Segurança da informação 4,motivo de estudo
2/11/2006,Jogos digitais 2,distância/meio de transporte
2/11/2006,Gestão da Tecnologia da informação 2,outros motivos
2/11/2006,Logistica 3,incompatibilidade de horário
2/11/2006,Segurança da informação 1,não se adaptou a metodologia
2/11/2006,Gestão comercial 4,falta de vale transporte
3/11/2006,Logistica 3,motivo de estudo
3/11/2006,Gestão comercial 3,outros motivos
3/11/2006,Análise e desenvolvimento de sistemas 3,mudança de município
3/11/2006,Análise e desenvolvimento de sistemas 1,dificuldades financeiras
3/11/2006,Gestão comercial 2,dificuldades financeiras
3/11/2006,Gestão comercial 4,motivo de estudo
3/11/2006,Gestão comercial 3,distância/meio de transporte
3/11/2006,Designer 4,outros motivos
3/11/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
3/11/2006,Análise e desenvolvimento de sistemas 3,não se adaptou a metodologia
4/11/2006,Análise e desenvolvimento de sistemas 2,motivo de estudo
4/11/2006,Segurança da informação 4,outros motivos
4/11/2006,Logistica 2,mudança de município
4/11/2006,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
4/11/2006,Segurança da informação 1,dificuldades financeiras
4/11/2006,Designer 2,motivo de estudo
4/11/2006,Segurança da informação 4,distância/meio de transporte
4/11/2006,Gestão comercial 2,outros motivos
4/11/2006,Jogos digitais 5,incompatibilidade de horário
4/11/2006,Designer 1,não se adaptou a metodologia
5/11/2006,Gestão da Tecnologia da informação 3,motivo de estudo
5/11/2006,Segurança da informação 1,outros motivos
5/11/2006,Logistica 1,mudança de município
5/11/2006,Gestão comercial 3,dificuldades financeiras
5/11/2006,Designer 1,dificuldades financeiras
5/11/2006,Designer 3,motivo de estudo
5/11/2006,Jogos digitais 3,distância/meio de transporte
5/11/2006,Designer 1,outros motivos
5/11/2006,Segurança da informação 3,incompatibilidade de horário
5/11/2006,Logistica 1,não se adaptou a metodologia
6/11/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
6/11/2006,Jogos digitais 2,outros motivos
6/11/2006,Jogos digitais 4,mudança de município
6/11/2006,Gestão da Tecnologia da informação 1,dificuldades financeiras
6/11/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
6/11/2006,Gestão da Tecnologia da informação 3,motivo de estudo
6/11/2006,Análise e desenvolvimento de sistemas 4,distância/meio de transporte
6/11/2006,Gestão comercial 2,outros motivos
6/11/2006,Logistica 3,incompatibilidade de horário
6/11/2006,Designer 2,não se adaptou a metodologia
7/11/2006,Jogos digitais 5,motivo de estudo
7/11/2006,Segurança da informação 2,outros motivos
7/11/2006,Gestão da Tecnologia da informação 3,mudança de município
7/11/2006,Jogos digitais 1,dificuldades financeiras
7/11/2006,Gestão comercial 2,dificuldades financeiras
7/11/2006,Designer 2,motivo de estudo
7/11/2006,Gestão da Tecnologia da informação 4,distância/meio de transporte
7/11/2006,Logistica 1,outros motivos
7/11/2006,Gestão comercial 2,incompatibilidade de horário
7/11/2006,Logistica 4,não se adaptou a metodologia
8/11/2006,Designer 3,motivo de estudo
8/11/2006,Gestão comercial 3,outros motivos
8/11/2006,Gestão da Tecnologia da informação 2,mudança de município
8/11/2006,Jogos digitais 5,dificuldades financeiras
8/11/2006,Gestão comercial 2,dificuldades financeiras
8/11/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
8/11/2006,Gestão comercial 2,distância/meio de transporte
8/11/2006,Gestão comercial 2,outros motivos
8/11/2006,Gestão da Tecnologia da informação 2,incompatibilidade de horário
8/11/2006,Logistica 1,não se adaptou a metodologia
9/11/2006,Jogos digitais 2,motivo de estudo
9/11/2006,Segurança da informação 1,outros motivos
9/11/2006,Segurança da informação 3,mudança de município
9/11/2006,Jogos digitais 4,dificuldades financeiras
9/11/2006,Gestão comercial 4,dificuldades financeiras
9/11/2006,Logistica 2,motivo de estudo
9/11/2006,Jogos digitais 3,distância/meio de transporte
9/11/2006,Jogos digitais 3,outros motivos
9/11/2006,Segurança da informação 3,incompatibilidade de horário
9/11/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
10/11/2006,Gestão comercial 1,motivo de estudo
10/11/2006,Logistica 1,outros motivos
10/11/2006,Designer 1,mudança de município
10/11/2006,Segurança da informação 4,dificuldades financeiras
10/11/2006,Segurança da informação 2,dificuldades financeiras
10/11/2006,Análise e desenvolvimento de sistemas 2,motivo de estudo
10/11/2006,Gestão comercial 1,distância/meio de transporte
10/11/2006,Jogos digitais 1,outros motivos
10/11/2006,Gestão comercial 1,incompatibilidade de horário
10/11/2006,Logistica 2,não se adaptou a metodologia
11/11/2006,Jogos digitais 4,motivo de estudo
11/11/2006,Designer 2,outros motivos
11/11/2006,Jogos digitais 1,mudança de município
11/11/2006,Logistica 4,dificuldades financeiras
11/11/2006,Gestão comercial 2,dificuldades financeiras
11/11/2006,Segurança da informação 1,motivo de estudo
11/11/2006,Gestão comercial 4,distância/meio de transporte
11/11/2006,Gestão da Tecnologia da informação 4,outros motivos
11/11/2006,Jogos digitais 3,incompatibilidade de horário
11/11/2006,Análise e desenvolvimento de sistemas 4,não se adaptou a metodologia
12/11/2006,Logistica 3,motivo de estudo
12/11/2006,Análise e desenvolvimento de sistemas 4,outros motivos
12/11/2006,Segurança da informação 2,mudança de município
12/11/2006,Análise e desenvolvimento de sistemas 3,dificuldades financeiras
12/11/2006,Gestão comercial 2,dificuldades financeiras
12/11/2006,Designer 3,motivo de estudo
12/11/2006,Segurança da informação 2,distância/meio de transporte
12/11/2006,Segurança da informação 1,outros motivos
12/11/2006,Jogos digitais 2,incompatibilidade de horário
12/11/2006,Jogos digitais 2,não se adaptou a metodologia
13/11/2006,Gestão comercial 4,motivo de estudo
13/11/2006,Gestão da Tecnologia da informação 1,outros motivos
13/11/2006,Jogos digitais 3,mudança de município
13/11/2006,Segurança da informação 1,dificuldades financeiras
13/11/2006,Segurança da informação 2,dificuldades financeiras
13/11/2006,Segurança da informação 4,motivo de estudo
13/11/2006,Jogos digitais 5,distância/meio de transporte
13/11/2006,Gestão da Tecnologia da informação 1,outros motivos
13/11/2006,Análise e desenvolvimento de sistemas 4,incompatibilidade de horário
13/11/2006,Análise e desenvolvimento de sistemas 3,não se adaptou a metodologia
14/11/2006,Jogos digitais 1,motivo de estudo
14/11/2006,Designer 1,outros motivos
14/11/2006,Segurança da informação 4,mudança de município
14/11/2006,Jogos digitais 4,dificuldades financeiras
14/11/2006,Segurança da informação 4,dificuldades financeiras
14/11/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
14/11/2006,Designer 2,distância/meio de transporte
14/11/2006,Designer 4,outros motivos
14/11/2006,Gestão da Tecnologia da informação 1,incompatibilidade de horário
14/11/2006,Segurança da informação 1,não se adaptou a metodologia
15/11/2006,Logistica 1,falta de vale transporte
15/11/2006,Designer 1,motivo de estudo
15/11/2006,Designer 1,outros motivos
15/11/2006,Designer 3,mudança de município
15/11/2006,Segurança da informação 4,dificuldades financeiras
15/11/2006,Gestão comercial 1,dificuldades financeiras
15/11/2006,Jogos digitais 1,motivo de estudo
15/11/2006,Análise e desenvolvimento de sistemas 1,distância/meio de transporte
15/11/2006,Segurança da informação 1,outros motivos
15/11/2006,Gestão comercial 3,incompatibilidade de horário
15/11/2006,Logistica 1,não se adaptou a metodologia
16/11/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
16/11/2006,Jogos digitais 1,motivo de estudo
16/11/2006,Logistica 4,outros motivos
16/11/2006,Gestão da Tecnologia da informação 3,mudança de município
16/11/2006,Logistica 2,dificuldades financeiras
16/11/2006,Gestão comercial 1,dificuldades financeiras
16/11/2006,Jogos digitais 1,motivo de estudo
16/11/2006,Jogos digitais 4,distância/meio de transporte
16/11/2006,Gestão da Tecnologia da informação 4,outros motivos
16/11/2006,Jogos digitais 5,incompatibilidade de horário
16/11/2006,Segurança da informação 2,não se adaptou a metodologia
17/11/2006,Jogos digitais 1,falta de vale transporte
17/11/2006,Gestão comercial 3,motivo de estudo
17/11/2006,Análise e desenvolvimento de sistemas 1,outros motivos
17/11/2006,Jogos digitais 3,mudança de município
17/11/2006,Jogos digitais 3,dificuldades financeiras
17/11/2006,Gestão comercial 2,dificuldades financeiras
17/11/2006,Logistica 1,motivo de estudo
17/11/2006,Designer 2,distância/meio de transporte
17/11/2006,Designer 4,outros motivos
17/11/2006,Logistica 1,incompatibilidade de horário
17/11/2006,Segurança da informação 1,não se adaptou a metodologia
18/11/2006,Gestão comercial 2,falta de vale transporte
18/11/2006,Logistica 4,motivo de estudo
18/11/2006,Gestão comercial 1,outros motivos
18/11/2006,Segurança da informação 2,mudança de município
18/11/2006,Designer 4,dificuldades financeiras
18/11/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
18/11/2006,Jogos digitais 1,motivo de estudo
18/11/2006,Segurança da informação 1,distância/meio de transporte
18/11/2006,Análise e desenvolvimento de sistemas 3,outros motivos
18/11/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
18/11/2006,Designer 1,não se adaptou a metodologia
19/11/2006,Designer 2,falta de vale transporte
19/11/2006,Logistica 4,motivo de estudo
19/11/2006,Gestão da Tecnologia da informação 3,outros motivos
19/11/2006,Segurança da informação 3,mudança de município
19/11/2006,Análise e desenvolvimento de sistemas 2,dificuldades financeiras
19/11/2006,Gestão comercial 1,dificuldades financeiras
19/11/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
19/11/2006,Designer 1,distância/meio de transporte
19/11/2006,Designer 1,outros motivos
19/11/2006,Logistica 3,incompatibilidade de horário
19/11/2006,Designer 3,não se adaptou a metodologia
20/11/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
20/11/2006,Jogos digitais 1,motivo de estudo
20/11/2006,Segurança da informação 3,outros motivos
20/11/2006,Designer 4,mudança de município
20/11/2006,Logistica 1,dificuldades financeiras
20/11/2006,Designer 1,dificuldades financeiras
20/11/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
20/11/2006,Gestão da Tecnologia da informação 1,distância/meio de transporte
20/11/2006,Gestão comercial 2,outros motivos
20/11/2006,Gestão da Tecnologia da informação 3,incompatibilidade de horário
20/11/2006,Segurança da informação 1,não se adaptou a metodologia
21/11/2006,Jogos digitais 5,falta de vale transporte
21/11/2006,Designer 4,motivo de estudo
21/11/2006,Jogos digitais 5,outros motivos
21/11/2006,Jogos digitais 4,mudança de município
21/11/2006,Logistica 1,dificuldades financeiras
21/11/2006,Gestão da Tecnologia da informação 3,dificuldades financeiras
21/11/2006,Designer 4,motivo de estudo
21/11/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
21/11/2006,Gestão da Tecnologia da informação 2,outros motivos
21/11/2006,Designer 1,incompatibilidade de horário
21/11/2006,Segurança da informação 4,não se adaptou a metodologia
22/11/2006,Logistica 1,falta de vale transporte
22/11/2006,Logistica 2,falta de vale transporte
22/11/2006,Análise e desenvolvimento de sistemas 3,motivo de estudo
22/11/2006,Designer 1,outros motivos
22/11/2006,Análise e desenvolvimento de sistemas 3,mudança de município
22/11/2006,Designer 1,dificuldades financeiras
22/11/2006,Jogos digitais 3,dificuldades financeiras
22/11/2006,Segurança da informação 1,motivo de estudo
22/11/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
22/11/2006,Gestão comercial 1,outros motivos
22/11/2006,Designer 2,incompatibilidade de horário
22/11/2006,Gestão comercial 4,não se adaptou a metodologia
